path,label,generator,degradation,score_frozen,score_lora
data/raw_audio/authentic/1988/1988-147956-0002.wav,0,authentic,none,-5.904263019561768,-6.446130275726318
data/raw_audio/authentic/1988/1988-147956-0003.wav,0,authentic,none,-8.888019561767578,-7.423570156097412
data/raw_audio/authentic/1988/1988-147956-0004.wav,0,authentic,none,-7.165278434753418,-6.941446781158447
data/raw_audio/authentic/1988/1988-147956-0005.wav,0,authentic,none,-6.982186317443848,-6.616601467132568
data/raw_audio/authentic/1988/1988-147956-0006.wav,0,authentic,none,-3.0961220264434814,-6.375442028045654
data/raw_audio/authentic/2277/2277-149896-0000.wav,0,authentic,none,-2.9267945289611816,-7.305077075958252
data/raw_audio/authentic/2277/2277-149896-0001.wav,0,authentic,none,-3.9897031784057617,-6.947110652923584
data/raw_audio/authentic/2277/2277-149896-0002.wav,0,authentic,none,-3.244569778442383,-7.317807197570801
data/raw_audio/authentic/2277/2277-149896-0003.wav,0,authentic,none,-1.5088577270507812,-7.3870978355407715
data/raw_audio/authentic/2277/2277-149896-0005.wav,0,authentic,none,-3.0119619369506836,-7.276071548461914
data/raw_audio/piper/piper_en_US-amy-medium/1673-143396-0003.wav,1,piper,none,-1.1897032260894775,-7.262019634246826
data/raw_audio/piper/piper_en_US-amy-medium/1988-147956-0002.wav,1,piper,none,0.6179254651069641,-7.038773536682129
data/raw_audio/piper/piper_en_US-amy-medium/1988-147956-0006.wav,1,piper,none,2.0761005878448486,-6.422584056854248
data/raw_audio/piper/piper_en_US-amy-medium/2035-147960-0003.wav,1,piper,none,0.6141812205314636,-7.279958248138428
data/raw_audio/piper/piper_en_US-amy-medium/2086-149214-0003.wav,1,piper,none,2.2986228466033936,-6.5212883949279785
data/raw_audio/piper/piper_en_US-amy-medium/2277-149896-0001.wav,1,piper,none,0.7188088297843933,-6.637456893920898
data/raw_audio/piper/piper_en_US-amy-medium/5536-43358-0000.wav,1,piper,none,-0.014915883541107178,-6.214345455169678
data/raw_audio/piper/piper_en_US-amy-medium/5536-43358-0004.wav,1,piper,none,1.0462043285369873,-6.461454391479492
data/raw_audio/piper/piper_en_US-amy-medium/777-126732-0003.wav,1,piper,none,-0.8474763035774231,-6.8381571769714355
data/raw_audio/piper/piper_en_US-amy-medium/7976-110124-0002.wav,1,piper,none,0.11306905746459961,-6.81422758102417
data/raw_audio/piper/piper_en_US-amy-medium/8297-275156-0001.wav,1,piper,none,-2.3804221153259277,-5.163504600524902
data/raw_audio/piper/piper_en_US-amy-medium/84-121123-0000.wav,1,piper,none,1.7466199398040771,3.6157777309417725
data/raw_audio/piper/piper_en_US-amy-medium/84-121123-0006.wav,1,piper,none,0.4555501937866211,-7.194166660308838
data/raw_audio/piper/piper_en_US-joe-medium/1673-143396-0007.wav,1,piper,none,-3.0935897827148438,-6.88815450668335
data/raw_audio/piper/piper_en_US-joe-medium/1988-147956-0004.wav,1,piper,none,-1.9113426208496094,-6.122542858123779
data/raw_audio/piper/piper_en_US-joe-medium/2035-147960-0001.wav,1,piper,none,-2.3433194160461426,-1.2311676740646362
data/raw_audio/piper/piper_en_US-joe-medium/2086-149214-0000.wav,1,piper,none,-2.890138626098633,-4.731042385101318
data/raw_audio/piper/piper_en_US-joe-medium/2086-149220-0005.wav,1,piper,none,-0.6039518713951111,-6.473870754241943
data/raw_audio/piper/piper_en_US-joe-medium/2277-149896-0003.wav,1,piper,none,0.28415507078170776,-1.8957633972167969
data/raw_audio/piper/piper_en_US-joe-medium/5536-43358-0002.wav,1,piper,none,-2.468993663787842,-4.670165538787842
data/raw_audio/piper/piper_en_US-joe-medium/777-126732-0001.wav,1,piper,none,-1.4757723808288574,-2.722578525543213
data/raw_audio/piper/piper_en_US-joe-medium/7976-110124-0000.wav,1,piper,none,-0.9141752123832703,-4.961873531341553
data/raw_audio/piper/piper_en_US-joe-medium/7976-110124-0004.wav,1,piper,none,-1.4163250923156738,-3.862985849380493
data/raw_audio/piper/piper_en_US-joe-medium/8297-275156-0003.wav,1,piper,none,-3.769073009490967,2.019378423690796
data/raw_audio/piper/piper_en_US-joe-medium/84-121123-0003.wav,1,piper,none,-1.9385552406311035,-4.256932258605957
data/raw_audio/piper/piper_en_US-lessac-medium/1673-143396-0002.wav,1,piper,none,1.4047799110412598,1.5862141847610474
data/raw_audio/piper/piper_en_US-lessac-medium/1673-143396-0010.wav,1,piper,none,-0.9717506766319275,-0.45512327551841736
data/raw_audio/piper/piper_en_US-lessac-medium/1988-147956-0005.wav,1,piper,none,1.7282381057739258,3.0699851512908936
data/raw_audio/piper/piper_en_US-lessac-medium/2035-147960-0002.wav,1,piper,none,0.1380208134651184,1.2258027791976929
data/raw_audio/piper/piper_en_US-lessac-medium/2086-149214-0001.wav,1,piper,none,1.623030662536621,-1.921584963798523
data/raw_audio/piper/piper_en_US-lessac-medium/2277-149896-0000.wav,1,piper,none,0.6167408227920532,-0.9803211688995361
data/raw_audio/piper/piper_en_US-lessac-medium/2277-149896-0005.wav,1,piper,none,2.3124732971191406,4.3221821784973145
data/raw_audio/piper/piper_en_US-lessac-medium/5536-43358-0003.wav,1,piper,none,0.8531593084335327,2.6983368396759033
data/raw_audio/piper/piper_en_US-lessac-medium/777-126732-0002.wav,1,piper,none,0.07320916652679443,6.092280864715576
data/raw_audio/piper/piper_en_US-lessac-medium/7976-110124-0001.wav,1,piper,none,1.3662558794021606,2.482902765274048
data/raw_audio/piper/piper_en_US-lessac-medium/8297-275156-0000.wav,1,piper,none,2.933051824569702,-1.8576546907424927
data/raw_audio/piper/piper_en_US-lessac-medium/8297-275156-0004.wav,1,piper,none,-0.3386114239692688,7.7799458503723145
data/raw_audio/piper/piper_en_US-lessac-medium/84-121123-0004.wav,1,piper,none,2.303295135498047,-2.0280814170837402
data/raw_audio/piper/piper_en_US-ryan-medium/1673-143396-0005.wav,1,piper,none,-2.7970681190490723,-6.384702682495117
data/raw_audio/piper/piper_en_US-ryan-medium/1988-147956-0003.wav,1,piper,none,1.2744907140731812,-7.167885780334473
data/raw_audio/piper/piper_en_US-ryan-medium/2035-147960-0000.wav,1,piper,none,-1.364806890487671,-5.864227771759033
data/raw_audio/piper/piper_en_US-ryan-medium/2035-147960-0004.wav,1,piper,none,0.8393045663833618,-6.714967250823975
data/raw_audio/piper/piper_en_US-ryan-medium/2086-149220-0004.wav,1,piper,none,0.9903661608695984,-5.572151184082031
data/raw_audio/piper/piper_en_US-ryan-medium/2277-149896-0002.wav,1,piper,none,-0.07526075839996338,-6.306375980377197
data/raw_audio/piper/piper_en_US-ryan-medium/5536-43358-0001.wav,1,piper,none,0.4707534909248352,-5.959382057189941
data/raw_audio/piper/piper_en_US-ryan-medium/777-126732-0000.wav,1,piper,none,3.042914867401123,-5.606274127960205
data/raw_audio/piper/piper_en_US-ryan-medium/777-126732-0004.wav,1,piper,none,-0.7491335272789001,-7.275628089904785
data/raw_audio/piper/piper_en_US-ryan-medium/7976-110124-0003.wav,1,piper,none,0.11259901523590088,-6.233144283294678
data/raw_audio/piper/piper_en_US-ryan-medium/8297-275156-0002.wav,1,piper,none,-0.28963226079940796,-5.7396626472473145
data/raw_audio/piper/piper_en_US-ryan-medium/84-121123-0001.wav,1,piper,none,0.3436385989189148,-5.607263088226318
data/raw_audio_degraded/authentic/1988/1988-147956-0002.wav,0,authentic,telephone,-4.7360615730285645,-6.4802937507629395
data/raw_audio_degraded/authentic/1988/1988-147956-0003.wav,0,authentic,telephone,-7.887729644775391,-7.008969306945801
data/raw_audio_degraded/authentic/1988/1988-147956-0004.wav,0,authentic,telephone,-7.377297401428223,-6.289866924285889
data/raw_audio_degraded/authentic/1988/1988-147956-0005.wav,0,authentic,telephone,-6.083794116973877,-6.9342570304870605
data/raw_audio_degraded/authentic/1988/1988-147956-0006.wav,0,authentic,telephone,-5.1770501136779785,-6.102504730224609
data/raw_audio_degraded/authentic/2277/2277-149896-0000.wav,0,authentic,telephone,-8.319143295288086,-6.096883296966553
data/raw_audio_degraded/authentic/2277/2277-149896-0001.wav,0,authentic,telephone,-5.536561489105225,-6.360351085662842
data/raw_audio_degraded/authentic/2277/2277-149896-0002.wav,0,authentic,telephone,-5.02672815322876,-6.422074794769287
data/raw_audio_degraded/authentic/2277/2277-149896-0003.wav,0,authentic,telephone,-5.885466575622559,-4.7826151847839355
data/raw_audio_degraded/authentic/2277/2277-149896-0005.wav,0,authentic,telephone,-4.921521186828613,-6.53950834274292
data/raw_audio_degraded/piper/piper_en_US-amy-medium/1673-143396-0003.wav,1,piper,telephone,-5.82014799118042,-6.24318265914917
data/raw_audio_degraded/piper/piper_en_US-amy-medium/1988-147956-0002.wav,1,piper,telephone,-1.0209412574768066,-7.419891834259033
data/raw_audio_degraded/piper/piper_en_US-amy-medium/1988-147956-0006.wav,1,piper,telephone,-1.815521240234375,-6.385258197784424
data/raw_audio_degraded/piper/piper_en_US-amy-medium/2035-147960-0003.wav,1,piper,telephone,-2.1825904846191406,-7.227049350738525
data/raw_audio_degraded/piper/piper_en_US-amy-medium/2086-149214-0003.wav,1,piper,telephone,0.6548153758049011,-6.988577365875244
data/raw_audio_degraded/piper/piper_en_US-amy-medium/2277-149896-0001.wav,1,piper,telephone,-6.0037455558776855,-5.848517894744873
data/raw_audio_degraded/piper/piper_en_US-amy-medium/5536-43358-0000.wav,1,piper,telephone,-9.823623657226562,-5.597409248352051
data/raw_audio_degraded/piper/piper_en_US-amy-medium/5536-43358-0004.wav,1,piper,telephone,-7.213409423828125,-6.141899585723877
data/raw_audio_degraded/piper/piper_en_US-amy-medium/777-126732-0003.wav,1,piper,telephone,-5.2410054206848145,-5.894742012023926
data/raw_audio_degraded/piper/piper_en_US-amy-medium/7976-110124-0002.wav,1,piper,telephone,-2.3182461261749268,-7.369173526763916
data/raw_audio_degraded/piper/piper_en_US-amy-medium/8297-275156-0001.wav,1,piper,telephone,-6.098512649536133,-6.373460292816162
data/raw_audio_degraded/piper/piper_en_US-amy-medium/84-121123-0000.wav,1,piper,telephone,-0.5291362404823303,-6.304270267486572
data/raw_audio_degraded/piper/piper_en_US-amy-medium/84-121123-0006.wav,1,piper,telephone,-3.9284300804138184,-6.592729568481445
data/raw_audio_degraded/piper/piper_en_US-joe-medium/1673-143396-0007.wav,1,piper,telephone,-10.402864456176758,-6.710319519042969
data/raw_audio_degraded/piper/piper_en_US-joe-medium/1988-147956-0004.wav,1,piper,telephone,-2.0007083415985107,-5.4999566078186035
data/raw_audio_degraded/piper/piper_en_US-joe-medium/2035-147960-0001.wav,1,piper,telephone,-9.052011489868164,-5.1199870109558105
data/raw_audio_degraded/piper/piper_en_US-joe-medium/2086-149214-0000.wav,1,piper,telephone,-7.714434623718262,-5.707601070404053
data/raw_audio_degraded/piper/piper_en_US-joe-medium/2086-149220-0005.wav,1,piper,telephone,-0.45456594228744507,-6.313356876373291
data/raw_audio_degraded/piper/piper_en_US-joe-medium/2277-149896-0003.wav,1,piper,telephone,0.44366341829299927,-5.645725727081299
data/raw_audio_degraded/piper/piper_en_US-joe-medium/5536-43358-0002.wav,1,piper,telephone,-5.566979885101318,-4.889856815338135
data/raw_audio_degraded/piper/piper_en_US-joe-medium/777-126732-0001.wav,1,piper,telephone,-6.5784993171691895,-5.847444534301758
data/raw_audio_degraded/piper/piper_en_US-joe-medium/7976-110124-0000.wav,1,piper,telephone,-6.331833839416504,-5.020623683929443
data/raw_audio_degraded/piper/piper_en_US-joe-medium/7976-110124-0004.wav,1,piper,telephone,-6.101052284240723,-4.78183650970459
data/raw_audio_degraded/piper/piper_en_US-joe-medium/8297-275156-0003.wav,1,piper,telephone,-4.395880222320557,-5.916008949279785
data/raw_audio_degraded/piper/piper_en_US-joe-medium/84-121123-0003.wav,1,piper,telephone,-3.014251708984375,-6.085922718048096
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/1673-143396-0002.wav,1,piper,telephone,-1.2447741031646729,-4.501800060272217
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/1673-143396-0010.wav,1,piper,telephone,-8.761547088623047,-5.5889410972595215
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/1988-147956-0005.wav,1,piper,telephone,1.2181117534637451,-3.015833616256714
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/2035-147960-0002.wav,1,piper,telephone,-5.622373104095459,-5.33003568649292
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/2086-149214-0001.wav,1,piper,telephone,-5.973354339599609,-5.010879039764404
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/2277-149896-0000.wav,1,piper,telephone,-6.692641258239746,-5.414161205291748
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/2277-149896-0005.wav,1,piper,telephone,-5.303469181060791,-5.428194522857666
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/5536-43358-0003.wav,1,piper,telephone,-4.9774885177612305,-5.079390048980713
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/777-126732-0002.wav,1,piper,telephone,-7.476523399353027,-4.244077205657959
data/raw_audio_degraded/piper/piper_en_US-lessac-medium/7976-110124-0001.wav,1,piper,telephone,-7.354953765869141,-4.521994113922119
